Open,High,Low,Close,Volume
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
null,null,null,null,null
170,172.850006,169.255005,170.570007,3050490
171,172.5,170.5,170.720001,8386600
171.399994,172,168.809998,170.835007,6639840
176.839996,176.839996,170.160004,171.279999,6123980
171.199997,172.339996,170.100006,171.505005,7085900
174.865005,174.865005,170.25,170.815002,13766610
170.800003,171.179993,167.860001,169.520004,4907050
168.494995,169.479996,166.554993,168.929993,10346750
171,171.380005,167,168.380005,10172640
169.839996,169.899994,167.100006,169.414993,11581730
169,177.800003,168.210007,176.664993,23501460
176.5,178.880005,175.289993,177.919998,16664220
178.5,179,174.300003,175.610001,13652110
176.089996,176.089996,170.509995,171.164993,12523470
169.600006,170,165.399994,167.710007,9473700
166,167.789993,163.130005,165.669998,6028790
166.110001,166.110001,158.690002,159.720001,12107790
161,161.899994,157.679993,159.324997,17432230
158,163.699997,155.25,163.104996,16435170
162.800003,162.800003,158.5,159.975006,7517330
160.699997,161.490005,157.199997,157.910004,10334700
160,163.240005,157.800003,162.274994,7727670
161.800003,162.490005,158.550003,161.675003,8605240
159.800003,159.800003,156.5,157.335007,9346940
null,null,null,null,null
158.5,158.884995,154.899994,156.740005,7590600
156.679993,157.789993,155.149994,157.164993,11973750
157.5,161.744995,156.399994,159.354996,13866680
160.399994,163.300003,159,159.800003,7269690
159.699997,161.970001,158.25,161.380005,4802490
160.5,162.270004,159,160.639999,7174850
161.800003,166.095001,161.490005,165.595001,12398340
166.490005,169,165.074997,168.375,10004420
167,170,165.610001,169.389999,7345990
170.100006,171.970001,169,169.660004,6640170
168.505005,170.884995,168.235001,170.100006,6472890
169,171,168.75,170.050003,5605690
170.100006,170.399994,168.199997,169.104996,5836970
169,173.475006,168,170.479996,9351030
172.399994,175.600006,170.600006,174.494995,7714650
174.255005,178.100006,174.255005,177.664993,11147960
177.5,178.699997,175.309998,178.115005,13514420
178.554993,179.5,177.100006,178.399994,10449650
181,181,177.289993,178.419998,7372960
177.5,181.5,177.5,181.119995,12397690
181.199997,181.990005,172.990005,181.445007,14960560
181.600006,183.5,180.309998,182.695007,7745230
182.699997,183.039993,178.634995,180.125,7472440
178,182,178,181.255005,7512960
180.5,180.990005,176.399994,180.460007,10436250
180.460007,182.479996,179.809998,180.770004,4794840
181.240005,181.240005,179.050003,180.089996,3501970
181.479996,182.479996,179.764999,181.985001,6339840
180.199997,185.5,179.800003,183.710007,15305610
183.5,189,183.5,188.399994,10154380
188,193,187.020004,192.615005,23296400
193.100006,196.559998,191.309998,195.145004,11552860
162.884995,199,162.884995,196.505005,13226710
196.5,196.990005,190.139999,190.684998,9369980
190,194.289993,189.725006,193.350006,6826080
195,195,192.610001,193.925003,7409220
195.880005,195.960007,192.440002,194.850006,7123840
195,195,192.539993,193.289993,4421440
194,194.794998,192.600006,193.175003,5378050
192.990005,192.990005,189.380005,190.279999,6238830
189.050003,195.699997,189.050003,194.934998,6207650
193.869995,196.789993,193.869995,195.419998,4570640
195,196.289993,193.100006,195.169998,6341300
195.5,197.490005,194.419998,195.705002,9547360
194.5,197.440002,192.600006,196.425003,5232560
195,195.880005,192.600006,193.410004,6120830
192.899994,195.695007,192.899994,194.455002,5439320
194.899994,196,193.5,194.100006,3944500
193.880005,197,190.804993,193.414993,6895110
193.5,195.705002,192.865005,195.179993,5317060
195.770004,199.690002,195.770004,198.960007,7898280
198.899994,199.600006,196.779999,197.955002,4484470
195.800003,198.675003,195.800003,196.815002,5711770
197.190002,199.5,194.645004,198.574997,9396450
199.804993,201,198.300003,200.044998,7109610
198.5,198.5,196.210007,196.979996,5007070
198.479996,198.479996,193.220001,193.699997,4588960
193.199997,193.369995,188.009995,191.634995,8014270
190.5,191.600006,187.699997,189.550003,5261230
187.100006,187.5,183.600006,184.804993,9785810
186.324997,193.800003,183,193.419998,6426540
193.800003,195.5,191.324997,194.830002,6964650
194.899994,198.100006,194.899994,197.490005,6870820
198.119995,199.5,195.020004,196.535004,6372190
196.399994,197.300003,194.225006,195.175003,4700150
194.199997,194.679993,191.449997,192.884995,6603600
191.800003,192.5,189.020004,189.580002,6121560
187.899994,188.800003,184.160004,186.854996,9090080
187.399994,187.639999,183.630005,185.095001,3389000
182,185,180.110001,182.654999,5498620
183.520004,186.75,181.104996,182.455002,4810910
181.179993,182,178.5,180.375,5534350
181.279999,185.324997,181.229996,182.774994,7001390
181.5,190.699997,181.100006,189.660004,11309860
189.660004,191.399994,188.524994,189.679993,5879250
189.600006,189.860001,186.5,188.845001,4384110
188.970001,189,183.800003,185.509995,5682730
184.800003,186.274994,182.800003,185.304993,9451670
186.410004,191,186.410004,190.559998,6796890
190.600006,190.979996,188.009995,188.570007,5094350
186.699997,189.485001,180.835007,187.664993,9619130
188,189.699997,185.300003,186.270004,5671140
186,189.559998,185.154999,188.089996,5792340
188.089996,192.195007,186.300003,191.615005,8510470
192.110001,195,192.110001,194.630005,10815380
194.630005,197.5,194.630005,197.315002,7488980
197.5,198,195.300003,196.389999,4560780
197.5,199,196.804993,197.604996,9084290
198.300003,199.899994,196.804993,199.610001,7988600
199.199997,199.794998,197.835007,199.169998,4901400
200.160004,201,199.009995,199.884995,7101650
199.5,200,198.244995,198.705002,4262440
198.470001,200.369995,197.550003,199.875,4244040
199.705002,200.699997,198,200.160004,8826550
198.014999,199.199997,194,194.764999,7235160
195.210007,196.399994,192.324997,195.070007,5329080
194.009995,194.880005,189.610001,190.440002,7951160
189.5,193.889999,187.899994,191.899994,8767560
191.199997,192.970001,189.5,190.740005,5783630
190.740005,192.335007,189.994995,191.285004,4112500
190.100006,192.899994,189.800003,191.520004,2580270
191.5,196.975006,191,196.399994,6248030
196.884995,196.899994,193.104996,193.729996,3966720
196,196.985001,194.225006,194.570007,3362920
195.5,201.195007,195.009995,200.274994,15701180
200.899994,205.600006,200.699997,204.945007,14869280
205.199997,208,203.740005,207.255005,6257310
208,211.089996,207.324997,208.630005,10558030
209,209,205.5,206.259995,3238730
206.399994,206.600006,203.119995,203.895004,4713880
204.199997,206.399994,202.199997,204.785004,8765580
204.785004,208.869995,203.600006,204.440002,6684590
205.009995,206.475006,202.5,203.304993,4642350
203,206.300003,202.5,205.725006,5574970
206.899994,206.899994,202.589996,203.860001,6921810
204.5,205.979996,203.414993,205.190002,3036490
205.320007,207.800003,204.5,206.679993,6645910
207.199997,209,205.994995,208.610001,6571060
209.089996,211.5,208.324997,210.059998,11265740
209.770004,213.699997,208,212.690002,11699660
213,214.490005,212.134995,213.634995,8263340
214,214.399994,211.175003,212.244995,8110480
211.5,212.899994,209.119995,211.479996,7367350
206.5,212.740005,206.5,210.024994,7355280
209.324997,211,208.145004,209.070007,5460440
209,210.389999,207.134995,208.199997,2618220
208.544998,210.220001,206.975006,209.514999,7347270
210.100006,211.304993,207.794998,208.949997,7335080
207.690002,208.279999,204.800003,207.315002,4969430
206.154999,210.139999,205.824997,208.755005,5249930
207.839996,212.690002,207.039993,208.399994,3593340
210.800003,213.600006,208.110001,212.104996,10065910
213,219.899994,213,219.195007,19422170
218.5,223.949997,218.5,223.014999,10381960
221.154999,223.979996,220.520004,223.130005,4199070
221.285004,222.800003,218.300003,219.660004,4097430
219.660004,222,216.009995,220.865005,5340140
220.100006,221.5,217.854996,219.225006,5295610
217.860001,221.384995,216.649994,217.835007,10194050
218,218.994995,212.565002,213.914993,5775240
216,217.770004,211.660004,213.169998,3438230
212.5,214,211.229996,213.425003,4695080
213.554993,215.5,212,214.925003,4808100
215.979996,219.494995,215.979996,218.744995,5795330
219.399994,220,216.824997,219.395004,4059080
219.800003,221.970001,218.514999,220.429993,4773220
221.600006,221.600006,218.255005,219.910004,4203920
218.800003,219.990005,217.130005,217.960007,4984800
219.5,225,218.309998,224.485001,13014790
225.009995,229.5,224.800003,228.244995,7297790
228.600006,235,228.600006,233.419998,16348730
233.899994,238.399994,233.604996,237.544998,12751580
237.570007,241.5,235.535004,239.529999,12767390
239.529999,242.600006,238.699997,240.059998,10751570
240.320007,246.994995,239.630005,244.619995,7547730
245.509995,249.460007,245.509995,247.074997,16355390
247,249,245.029999,248.164993,12524510
247.154999,248.184998,245.315002,246.384995,6190170
240.815002,250.199997,240.815002,249.524994,13955310
250,251.080002,243.369995,243.845001,8338720
243.800003,246.169998,242.139999,245.039993,9432110
247.399994,247.399994,242.619995,244.285004,7797860
243,249.899994,242.669998,248.934998,18479890
249.199997,250.399994,246.235001,250.074997,8865130
250.074997,252.259995,248.320007,249.399994,6990230
248.139999,250.970001,243.744995,244.779999,8598330
245.5,248,245,245.675003,4109940
245.699997,247,242.654999,243.354996,4506420
243.514999,244.800003,239,240.574997,7453430
244.080002,244.080002,236.664993,238.850006,9910020
