Date,Open,High,Low,Close,Volume
09/04/09,157.399994,162,154.399994,157.050003,771189
13/04/09,158.800003,169.649994,157.550003,167.850006,724248
15/04/09,166,175.25,164.100006,170.25,965410
16/04/09,173.399994,175,164.25,167.199997,737903
17/04/09,169.699997,172,158.199997,160.300003,842963
20/04/09,160,168.100006,159.899994,167,418733
21/04/09,167,167,159.5,162.649994,498232
22/04/09,165.800003,167.949997,159.5,160.100006,1088094
23/04/09,163,165,159.100006,163.25,468112
24/04/09,165,168.75,163.050003,167.600006,324983
27/04/09,169,170.5,162.899994,167.5,344941
28/04/09,168,168.300003,164,164.899994,230435
29/04/09,166.149994,172,165,171.550003,371405
30/04/09,171.5,171.5,171.5,171.5,0
04/05/09,175,187.399994,171.5,186.600006,887440
05/05/09,189.25,194,182.699997,190.25,568847
06/05/09,192,195.5,185.399994,186.399994,500934
07/05/09,189,190.850006,181,187.850006,629312
08/05/09,187,189.5,183.149994,185.600006,462975
11/05/09,185.600006,194.899994,181.050003,182.399994,365340
12/05/09,180.050003,181,175,176.5,740981
13/05/09,178,183,177,180.550003,372123
14/05/09,177,180.5,172.100006,179.25,474819
15/05/09,180,186,178.5,183.449997,570732
18/05/09,195,203,192.100006,202.550003,3262
19/05/09,203,214.399994,190,200.899994,538754
20/05/09,201,227,201,217.949997,489888
21/05/09,215,246.899994,215,242.800003,1074660
22/05/09,245,249.399994,221.199997,225.550003,971304
25/05/09,228,233.949997,224.899994,226.350006,701224
26/05/09,228.5,236.399994,208.199997,211.75,1799759
27/05/09,215,223.899994,215,221.800003,400202
28/05/09,223.899994,231,222.25,226.550003,807965
29/05/09,230,234.850006,214,216.350006,1549173
01/06/09,220,227,215.300003,216.350006,2300351
02/06/09,218,222,215.5,220.899994,1963115
03/06/09,224,236.800003,223,227.149994,2084098
04/06/09,227.149994,241,223.5,239.850006,2327420
05/06/09,244,245.850006,234,236,1759827
08/06/09,236,238.449997,221.399994,222.600006,1170227
09/06/09,225,232,219.550003,230.550003,933709
10/06/09,234,245,231.100006,242.25,1194106
11/06/09,245.050003,263.899994,242.25,261.299988,3071167
12/06/09,264,269,243,246.149994,1829036
15/06/09,244,247.949997,232,240.899994,1015675
16/06/09,240,248.5,235,246.149994,1054072
17/06/09,249,255.949997,240,242.600006,1063722
18/06/09,243,244.800003,226,230.949997,604062
19/06/09,232,239.600006,230.100006,234.300003,1093491
22/06/09,236,244.600006,235.149994,237.300003,441360
23/06/09,234.899994,237.899994,228.25,229.899994,600074
24/06/09,232,237,228.149994,233.100006,422496
25/06/09,235,236.449997,222,224.600006,1372959
26/06/09,226,231,225,227.949997,583424
29/06/09,230,231.600006,222.899994,224.550003,624115
30/06/09,229.899994,229.899994,215.899994,217.350006,585262
01/07/09,220,221.800003,217.050003,220.850006,370237
02/07/09,223,227.850006,219.800003,221,774948
03/07/09,215.050003,227.800003,215.050003,225.850006,321308
06/07/09,228.800003,229.899994,212,213.149994,506124
07/07/09,214.899994,218,211.100006,212.75,380822
08/07/09,214,214,200.149994,203.25,664205
09/07/09,203.899994,208.399994,203.050003,205.75,449380
10/07/09,207,209.899994,196.149994,199.350006,596094
13/07/09,196.050003,203,194.100006,196.449997,892018
14/07/09,193.850006,197.550003,189,195.25,761822
15/07/09,199.800003,207.5,197.600006,206.050003,1135286
16/07/09,209.699997,209.75,202.199997,204.899994,927689
17/07/09,206,208.199997,204.699997,206.550003,592474
20/07/09,210,211.800003,207.350006,210.149994,285432
21/07/09,210.100006,214,209.75,212.449997,677875
22/07/09,214.949997,215.899994,210.199997,211.550003,789620
23/07/09,214,220.649994,212.100006,218.899994,894790
24/07/09,221,231.449997,221,229.25,702639
27/07/09,231,235.600006,226.699997,229.5,629216
28/07/09,231.850006,245.600006,229,244.100006,1210547
29/07/09,241.149994,249.5,230.050003,244.399994,1180893
30/07/09,241,243.800003,232.699997,239.449997,1317597
31/07/09,242,259.350006,242,254.149994,1914294
03/08/09,256.5,259,245.550003,257.149994,697266
04/08/09,259,259.899994,250.550003,255.550003,684989
05/08/09,255.5,259.799988,248.199997,257.700012,872844
06/08/09,257.700012,265.950012,253,261.350006,1907219
07/08/09,263,269.899994,253.5,257.649994,1646094
10/08/09,260,261.799988,244.5,247.850006,604130
11/08/09,244.100006,259.5,244.100006,256.549988,567306
12/08/09,251,263.799988,249,260.149994,772172
13/08/09,265,271.850006,263,265.75,1067419
14/08/09,268,269.799988,256.100006,259.399994,547202
17/08/09,255,258.649994,243.5,246.75,457615
18/08/09,246.550003,251.899994,242.600006,244.100006,856323
19/08/09,259.899994,259.899994,240.100006,243.899994,724885
20/08/09,249,249,242.300003,244.199997,581532
21/08/09,243,249.399994,241.149994,247.199997,468830
24/08/09,250.5,258.799988,249,256.5,839329
25/08/09,256,260,250.75,251.949997,403208
26/08/09,255.050003,256.899994,252.25,254,216724
27/08/09,256,256,249.199997,250.5,351566
28/08/09,251.050003,256,249,249.850006,328565
31/08/09,248.699997,252.449997,246.100006,248.199997,281130
01/09/09,252.850006,254.800003,243.149994,244.199997,502942
02/09/09,241,248.449997,240,241,221310
03/09/09,243,247.699997,241.600006,242.600006,528912
04/09/09,246,249.699997,244.550003,246.899994,453579
07/09/09,250,255.699997,248.25,254,341822
08/09/09,258,264.899994,253.100006,258.950012,1117355
09/09/09,259,261.899994,250.399994,253.75,555484
10/09/09,257.899994,304.5,254.699997,260.899994,1517369
11/09/09,263,266.5,255.600006,258.200012,771901
14/09/09,259.100006,259.700012,252.75,253.75,236115
15/09/09,259,266,255.199997,264.899994,488974
16/09/09,267,275,267,274.049988,1147267
17/09/09,278,279,262.149994,265.25,820442
18/09/09,265.25,273.850006,262.299988,269.299988,493447
22/09/09,271.850006,273.25,268.149994,269.299988,228386
23/09/09,268.600006,271.450012,261.25,262.850006,478266
24/09/09,260,269.899994,256.5,266,567262
25/09/09,265,276.649994,260,274.450012,428699
29/09/09,278.799988,281.899994,275,279,589283
30/09/09,279.600006,283.399994,279.200012,281.350006,605010
01/10/09,281,284.799988,280,282.049988,377886
05/10/09,281,282,276.399994,278.149994,197753
06/10/09,280,282,270,276.25,245654
07/10/09,276.5,289.899994,276.25,282.100006,561155
08/10/09,284.600006,286.600006,278.350006,279.5,288071
09/10/09,280,283,277.549988,280.700012,283007
12/10/09,282,282,275,277.100006,192760
13/10/09,277,277,277,277,0
14/10/09,279,284.399994,278.5,282.25,228640
15/10/09,286.149994,294,285,292.100006,642416
16/10/09,293,295.5,289,293.399994,227486
20/10/09,292,293,285.100006,287.149994,180674
21/10/09,285.600006,288.600006,280.299988,282.049988,158379
22/10/09,280,285.5,276.299988,280,164887
23/10/09,284.799988,285.5,280.200012,282.850006,130283
26/10/09,285,285,278.049988,280.549988,92780
27/10/09,276.600006,282,271.5,273.149994,288223
28/10/09,274,275,267.100006,269,395985
29/10/09,266,266.899994,248.5,251,641737
30/10/09,254.949997,266.850006,251.5,262.850006,755478
03/11/09,263,263,255.649994,258.200012,379217
04/11/09,257,264.799988,257,263.799988,201474
05/11/09,262,265.5,259.5,264.25,114712
06/11/09,266.399994,281.899994,263.5,278,706106
09/11/09,282,282,268.549988,277.899994,517069
10/11/09,282,282,274.5,276.299988,216188
11/11/09,277.5,293.700012,274.5,286.149994,430782
12/11/09,286.200012,289.200012,283.100006,285.25,272853
13/11/09,290.100006,290.100006,278.5,280.799988,137575
16/11/09,282,285.75,281.100006,282.200012,125100
17/11/09,282.299988,286.799988,280.399994,284.350006,92403
18/11/09,281.200012,286.899994,281.200012,282.299988,146563
19/11/09,282.299988,284.5,274,275.450012,145865
20/11/09,273,286.450012,273,284.100006,293475
23/11/09,284.200012,284.950012,278.200012,281.25,210123
24/11/09,281.950012,291.549988,280.200012,288.899994,303542
25/11/09,290.350006,292.950012,283.149994,284.350006,200088
26/11/09,283,287.649994,280.350006,282.299988,159385
27/11/09,278.899994,284,273,277.549988,180946
30/11/09,282.549988,284.899994,279.399994,281.149994,92480
01/12/09,280.100006,299.899994,280.100006,293.850006,467039
02/12/09,296,307.799988,291.299988,305.299988,944614
03/12/09,310,318.899994,308.149994,315.5,1501946
04/12/09,317,324,316,318.700012,610517
07/12/09,321.25,321.5,311.049988,315.149994,396133
08/12/09,315,328.399994,314.600006,325.200012,815697
09/12/09,325.5,325.5,318.25,320.899994,584646
10/12/09,320,321.799988,314.100006,317.600006,287594
11/12/09,318.5,320.950012,314.100006,315,350829
14/12/09,314.5,318,313.600006,315.450012,142406
15/12/09,311.899994,321.5,311.049988,313.549988,220931
16/12/09,311.5,320.350006,310,317.350006,280455
17/12/09,317.5,328.799988,317.299988,327.299988,543702
18/12/09,327,330.899994,317.850006,319.649994,307415
21/12/09,320,324.899994,314.5,315,136299
22/12/09,318.799988,319.75,310.5,313.5,174575
23/12/09,null,null,null,null,null
24/12/09,null,null,null,null,null
29/12/09,null,null,null,null,null
30/12/09,null,null,null,null,null
31/12/09,null,null,null,null,null
04/01/10,325.100006,326.5,319.299988,325.149994,378946
05/01/10,328,332,326.100006,329.899994,372564
06/01/10,332.350006,336.200012,328.049988,328.399994,346131
07/01/10,328,329.899994,320.049988,321.600006,280690
08/01/10,322,327.5,315,317.100006,459436
11/01/10,319,324.350006,316.600006,319.700012,493177
12/01/10,320,321.450012,309,310.25,428327
13/01/10,305,316.450012,305,315.200012,265723
14/01/10,310,319.399994,310,315.600006,151074
15/01/10,316,319.5,311.049988,312.149994,606691
18/01/10,315,319.899994,306,317.5,469837
19/01/10,319.899994,324,315,316.600006,1149658
20/01/10,319.75,319.75,311,312.950012,348568
21/01/10,315,317.450012,309,311,475080
22/01/10,308.600006,313.649994,297.049988,310.600006,510921
25/01/10,302.100006,310.450012,301.5,306.100006,479301
27/01/10,305,308.600006,289.25,291.350006,564238
28/01/10,295.049988,299.649994,280.5,283.149994,375265
29/01/10,282.799988,299.700012,276.049988,296.850006,1034264
01/02/10,300,308.100006,296.549988,305.899994,344871
02/02/10,307.700012,309.450012,295.100006,296.700012,270664
03/02/10,300.049988,303.899994,300,302.549988,156459
04/02/10,300.100006,305.399994,295.549988,298.299988,241081
05/02/10,295,295,279.049988,286.049988,685783
06/02/10,null,null,null,null,null
08/02/10,285.100006,293.899994,285.100006,292.5,198850
09/02/10,296,299.600006,291,297.399994,159208
10/02/10,299,300.850006,289.399994,290.049988,212529
11/02/10,292,294,286.5,287.700012,1097283
15/02/10,286,291.700012,282,283.299988,287666
16/02/10,286,287,281,285.950012,249619
17/02/10,290,290,285,287.450012,581539
18/02/10,288,299.399994,285.950012,291.799988,939893
19/02/10,297,303.399994,281.899994,295.899994,1907164
22/02/10,298.100006,304.799988,282.549988,285.450012,745210
23/02/10,286,289.149994,283.5,284.950012,238825
24/02/10,284.100006,287.899994,282.5,284.200012,431693
25/02/10,287.899994,289.799988,273.75,280.899994,4982823
26/02/10,278,295,278,288,797002
02/03/10,290,292.899994,284.5,285.700012,314206
03/03/10,286.5,300.850006,285.600006,298.950012,882404
04/03/10,300,309,298.549988,307.850006,949782
05/03/10,309.299988,310.350006,305.5,308,365930
08/03/10,311,319.399994,308,317.700012,772302
09/03/10,315.399994,318.450012,310,311.549988,355029
10/03/10,309.950012,315.100006,307.299988,311.700012,218241
11/03/10,301.649994,312.600006,301.649994,308.549988,394758
12/03/10,309,310.700012,303.100006,305.100006,111084
15/03/10,303.25,312.75,303,311.75,321232
16/03/10,311.75,314.899994,307.149994,312.850006,266249
17/03/10,311.25,316.799988,311.25,313.799988,311927
18/03/10,315,318,310.049988,311.450012,200586
19/03/10,312,312,307,307.950012,190372
22/03/10,303.299988,314.600006,303.299988,309.75,409070
23/03/10,314.899994,314.899994,310.149994,311.549988,302209
25/03/10,310.049988,310.049988,300.100006,302.5,601690
26/03/10,307.700012,316.100006,304.200012,314.149994,445653
29/03/10,314.950012,321,310.549988,319.799988,542578
30/03/10,321.799988,324,315.5,319.899994,892845
31/03/10,320,331.850006,318.25,328.149994,1078434
01/04/10,329,329.950012,319.049988,320.399994,727386
05/04/10,323.25,326,320,323.25,337201
06/04/10,325,327,322.149994,323.700012,122515
07/04/10,326.850006,326.850006,320.5,323.100006,174308
08/04/10,319.600006,330,319.600006,322.75,519906
09/04/10,322.200012,326.5,321,323.850006,124676
12/04/10,326.5,333,325.25,326.25,479100
13/04/10,328,335.75,324,333.649994,354311
15/04/10,335,335.799988,326,328.350006,398831
16/04/10,326,330.799988,322,327,309212
19/04/10,325,325.75,317.25,323.299988,266109
20/04/10,325.5,328,323.100006,325.549988,164006
21/04/10,327,330.5,325.299988,327.25,137987
22/04/10,325,332.75,325,330.950012,369629
23/04/10,332.899994,343.700012,332.049988,340.450012,951227
26/04/10,342.700012,348.5,336.350006,345.950012,680711
27/04/10,344,353.700012,343,352.5,595266
28/04/10,349,352.399994,341.5,343.700012,390992
29/04/10,343.25,349.5,343.25,345.600006,188407
30/04/10,346,356.5,346,353.850006,410243
03/05/10,348.5,355.899994,348.5,353.549988,260807
04/05/10,354,356.049988,340.25,342.200012,206400
05/05/10,340,344.75,332.200012,342.950012,224656
06/05/10,344.5,344.5,335,338.299988,124441
07/05/10,336,337.049988,326,328.649994,167803
10/05/10,331.100006,342,331,339.850006,275566
11/05/10,340,344.450012,335.549988,336.649994,198983
12/05/10,336,339.5,331,334.299988,314292
13/05/10,335.100006,338.5,331.399994,335.5,441523
14/05/10,337.700012,340,333.100006,335.100006,196175
17/05/10,333.5,341,326.25,339.75,240802
18/05/10,338.399994,345,338.350006,339.450012,224091
19/05/10,337,343.5,329.100006,330.350006,205919
20/05/10,332,334,322.100006,324.149994,146557
21/05/10,321.200012,321.200012,313.350006,317.299988,357737
24/05/10,322,324.700012,298.200012,305.049988,480242
25/05/10,295,304.200012,295,297.700012,476310
26/05/10,300,308,298.549988,304.350006,486602
27/05/10,305,333,300.299988,327.899994,893899
28/05/10,330,330.600006,314,319.149994,367394
31/05/10,315.299988,324.700012,315.299988,321.549988,476540
01/06/10,323,325.399994,312.149994,316.200012,377893
02/06/10,317,318.799988,306,308.549988,493613
03/06/10,314.049988,316.399994,311.200012,314.850006,348082
04/06/10,316,321,311.75,319.600006,311742
07/06/10,312,318,304.5,314.350006,378555
08/06/10,317.350006,319.299988,307.100006,308.600006,177607
09/06/10,310,312.600006,305.75,307.450012,267263
10/06/10,306.149994,313,306.149994,312.200012,176450
11/06/10,316,316,309.100006,311.200012,168746
14/06/10,316,316,311.700012,315.350006,156435
15/06/10,317.899994,322.5,315.100006,319.5,547363
16/06/10,321.5,322.549988,312.649994,314.200012,413737
17/06/10,311.100006,315.5,309,311.549988,327160
18/06/10,311,312,307.299988,308.700012,191524
21/06/10,315,318.600006,310.25,317.350006,465195
22/06/10,318,318.5,314.149994,315.100006,249774
23/06/10,315.100006,324.700012,312.799988,320.399994,345612
24/06/10,322.950012,329.399994,321.149994,328.299988,710950
25/06/10,329,331.899994,324.25,326.25,294842
28/06/10,329,329,325.700012,327,194733
29/06/10,328,338.950012,324.5,332.450012,864235
30/06/10,335,339.399994,328,334.299988,831865
01/07/10,331.649994,334.700012,329.399994,330,316856
02/07/10,324.5,326.899994,319.100006,322.399994,303986
05/07/10,321.899994,329.399994,321,323.950012,416554
06/07/10,325.850006,327.899994,322.899994,325.799988,278125
07/07/10,325.049988,326.75,321.799988,324.700012,320084
08/07/10,326,328.850006,324.149994,325.200012,380909
09/07/10,328.600006,329.5,325.5,327.049988,356011
12/07/10,328,331.600006,324,327.899994,266764
13/07/10,328.100006,331.700012,326.049988,328.899994,339961
14/07/10,331.799988,331.799988,324.5,325.25,226929
15/07/10,324.799988,328,324,325,271863
16/07/10,324.299988,327.700012,323.350006,325.200012,280849
19/07/10,319,327.850006,319,325.5,152171
20/07/10,327,327.5,324.100006,325,217561
21/07/10,325.5,330.399994,325,328.75,388858
22/07/10,329,330.700012,325.299988,326.200012,281130
23/07/10,329.5,329.5,324.450012,327.350006,457368
26/07/10,327.75,329.700012,326.450012,328.149994,185829
27/07/10,328.5,329.5,327,328,153615
28/07/10,328.950012,330.700012,326.149994,327.549988,324531
29/07/10,329.899994,331,319.200012,322.049988,1072875
30/07/10,322.200012,340.600006,322.200012,336.799988,1150743
02/08/10,339.700012,353.700012,339.700012,352.649994,1190859
03/08/10,355,355.049988,348.200012,349.549988,317349
04/08/10,349.600006,349.850006,344.850006,347.5,174327
05/08/10,346.200012,348.75,338.200012,339.950012,594862
06/08/10,343,361.350006,341,355.700012,1449265
09/08/10,357.899994,370.75,357,367.899994,1047705
10/08/10,370.100006,370.950012,360.200012,361.75,698277
11/08/10,361.799988,373.5,360.5,362.200012,679779
12/08/10,360,365.5,358.25,360.5,625459
13/08/10,360.299988,367.5,360.299988,363.200012,318825
16/08/10,367.149994,384.899994,367,383.299988,1767332
17/08/10,385,390.899994,384.899994,387.649994,1121419
18/08/10,390.700012,404.5,389.950012,401.649994,1634094
19/08/10,405,412.25,390.149994,401.25,1182500
20/08/10,400,403.799988,391.5,396.450012,353655
23/08/10,398,407.399994,393,405.299988,627753
24/08/10,407.5,408.450012,396.100006,401.100006,460680
25/08/10,397.149994,404.549988,390.950012,396.350006,741652
26/08/10,397.5,400.799988,388.350006,390.25,327817
27/08/10,391.5,399.700012,377.049988,382,506939
30/08/10,387.899994,394,382.5,387.200012,247278
31/08/10,386.700012,397.5,381,395.399994,482115
01/09/10,398,399.5,392.100006,396.350006,273045
02/09/10,399,402.75,394.600006,396.299988,186990
03/09/10,398.899994,413.899994,397.299988,410.5,1244473
06/09/10,415,424.649994,413.5,418.600006,826632
07/09/10,421,421,410.200012,413.049988,250124
08/09/10,412,418.5,407.549988,409.200012,473894
09/09/10,411.5,427,411.5,425.149994,1147818
13/09/10,430,434,427,429.600006,594320
14/09/10,430.5,431.75,421.149994,423.25,464431
15/09/10,424,428.549988,418.299988,420.399994,239539
16/09/10,422.299988,424.700012,411.399994,412.75,301865
17/09/10,416.399994,416.700012,410.5,412.5,575065
20/09/10,412.549988,419.5,411.299988,416.049988,379929
21/09/10,420,420.899994,403.100006,405.5,636709
22/09/10,408.649994,408.649994,395.100006,397.700012,660829
23/09/10,400,402.600006,394.149994,395.899994,320961
24/09/10,397.200012,408.5,395.299988,407.399994,538019
27/09/10,408.600006,417,405.5,410.799988,731495
28/09/10,412,413.899994,402.149994,406.149994,305814
29/09/10,407,409.5,398,399.600006,256522
30/09/10,398,405,392.5,399.600006,674780
01/10/10,401,405.950012,400.100006,401.75,529343
04/10/10,401.75,407.25,399,402.200012,890738
05/10/10,403.899994,404.850006,396,397.5,943271
06/10/10,402.899994,416.899994,399.350006,414.450012,1703575
07/10/10,420,424.299988,409.100006,412.200012,1118859
08/10/10,414.350006,416,406.399994,410.5,542325
11/10/10,413.75,424.299988,412.600006,422.799988,867386
12/10/10,425,426,416.950012,421.649994,714086
13/10/10,424.700012,426.450012,421,422.600006,585424
14/10/10,423.5,436.350006,419.25,434.350006,1928351
15/10/10,437.799988,439.399994,428.5,431.399994,1214575
18/10/10,435,435,420.149994,425.350006,482069
19/10/10,430.5,432.399994,420,421.549988,522520
20/10/10,421,427.5,417.049988,424.950012,650980
21/10/10,428,437.700012,425,431.850006,850206
22/10/10,435,435.75,424,429.399994,349418
25/10/10,430.899994,434.950012,429.25,430.649994,218608
26/10/10,432,444.5,430.299988,440,962124
27/10/10,440.299988,446.5,435.25,437.899994,1105230
28/10/10,439,440.899994,420.600006,425.450012,892483
29/10/10,428.049988,430.600006,386,390.450012,2129977
01/11/10,395,398,374.25,386.149994,1723052
02/11/10,394,394.950012,386.25,393.799988,574795
03/11/10,395.5,412.450012,394.950012,407.200012,1879250
04/11/10,408.649994,416.600006,405.549988,415.049988,1075062
08/11/10,416.149994,416.149994,407,410.75,370684
09/11/10,412.049988,413.149994,402.049988,406.100006,676322
10/11/10,407,413,407,410.25,306994
11/11/10,413.450012,414,398.299988,402.299988,275230
12/11/10,398,404.950012,389.5,391.100006,324197
15/11/10,391.100006,396.700012,377,385.149994,511483
16/11/10,377.899994,392,375,377.399994,361466
18/11/10,378,384,368,381.200012,356961
19/11/10,383.649994,391.5,370,372.100006,876274
22/11/10,373.350006,389,365.25,379.200012,327257
23/11/10,377,383.799988,368,380.200012,428272
24/11/10,381.5,384.899994,364.75,368.75,349681
25/11/10,371,374.75,348.399994,356.149994,1165026
26/11/10,357.549988,364.549988,341,352.049988,525796
29/11/10,353,362,345.25,359.75,343422
30/11/10,360,360,350,354.850006,663882
01/12/10,355,375.450012,354,373.5,423515
02/12/10,377,380.899994,366.100006,369.899994,435856
03/12/10,372.75,372.75,357.25,362.149994,276275
06/12/10,366.899994,366.899994,360,361.200012,127046
07/12/10,361,363,351.200012,354.75,309140
08/12/10,351,359,340,355.399994,613534
09/12/10,358.399994,363.5,330.100006,348,808550
10/12/10,349.75,359.950012,340.049988,357.049988,401835
13/12/10,357.100006,363.850006,352.100006,361.200012,162264
14/12/10,362,374,361.549988,373.149994,326146
15/12/10,373.899994,375.399994,363.5,366.75,256092
16/12/10,367.399994,376.399994,364.049988,372.350006,322428
20/12/10,372.350006,379.700012,366,373.850006,361215
21/12/10,382.799988,382.799988,373.299988,374.799988,386458
22/12/10,376.5,389.450012,376.5,388.149994,908101
23/12/10,390,399.850006,389,394.399994,690320
24/12/10,391.049988,395.700012,386.5,391.850006,386608
27/12/10,396.899994,399.799988,392.100006,393.350006,234420
28/12/10,390.5,393.350006,386.5,387.799988,315476
29/12/10,389.100006,390.799988,386.299988,387.049988,165957
30/12/10,388.950012,391.5,384,389.350006,410008
31/12/10,389,395.700012,389,393.899994,312024
03/01/11,394,407.200012,394,404.600006,446136
04/01/11,407,411.850006,405,408.100006,602129
05/01/11,410.899994,410.950012,396.049988,398.700012,264724
06/01/11,401,401,380.399994,385.049988,808716
07/01/11,381,392.899994,372,376.5,418592
10/01/11,378.350006,383,367.100006,373.450012,298051
11/01/11,375,384.899994,368,379.799988,350132
12/01/11,385,386.850006,376.049988,382.5,294182
13/01/11,384,393.5,379.399994,382,290819
14/01/11,384.799988,387.5,376.049988,381.600006,266197
17/01/11,381.899994,386.799988,372.149994,378.299988,311381
18/01/11,382.799988,383.700012,375.600006,379.100006,168968
19/01/11,381,387.049988,377.100006,379.350006,204799
20/01/11,378.700012,381.75,375.049988,376.350006,152744
21/01/11,378,383.850006,372.149994,373.25,138819
24/01/11,373,375.700012,371,373.149994,117149
25/01/11,375,379.799988,373.100006,374.25,202191
27/01/11,373,376.950012,348.049988,351.600006,996829
28/01/11,350.049988,352,337.049988,345.049988,586295
31/01/11,340,354.899994,335.200012,350.850006,232956
01/02/11,352.700012,356.700012,340.100006,342.549988,187551
02/02/11,343,347,332.549988,335.049988,324430
03/02/11,336,345.899994,328.5,344.149994,397508
04/02/11,344.450012,348.600006,333.299988,335.600006,272252
07/02/11,336,338.649994,331.350006,332.350006,158543
08/02/11,335.049988,335.049988,322.100006,325.899994,153856
09/02/11,322.100006,325.700012,311,313.649994,284718
10/02/11,310.100006,317,302.299988,304.149994,368691
11/02/11,307,312.299988,304.299988,310.649994,503598
14/02/11,314,318.950012,311.399994,317.549988,476641
15/02/11,318.5,323.850006,314.549988,320.450012,454353
16/02/11,317.75,324.850006,315.649994,317.299988,283359
17/02/11,314.600006,326.200012,314.600006,321.850006,368197
18/02/11,323.200012,332.799988,322.049988,327,711531
21/02/11,329.5,339.200012,325,337.850006,427637
22/02/11,335,344.399994,334.200012,336,428130
23/02/11,305,339,305,335.600006,142902
24/02/11,335.600006,339.899994,318.100006,322.299988,320372
25/02/11,325,327.700012,316.549988,322.049988,280143
28/02/11,325,329.700012,315.100006,321.5,404077
01/03/11,326.200012,336.049988,324,333.899994,271074
03/03/11,327,335.899994,325,330.200012,227673
04/03/11,331,334.450012,325.100006,331.25,451293
07/03/11,326.100006,328.700012,323,325.850006,185082
08/03/11,324,329.799988,324,326.149994,363324
09/03/11,330,330.700012,327.5,328.399994,391556
10/03/11,329.049988,329.049988,322.600006,325.850006,221295
11/03/11,316,334.700012,316,328.649994,241646
14/03/11,329,330,323.049988,324.850006,246874
15/03/11,311.899994,320.75,311.899994,319.450012,170671
16/03/11,321.899994,322.850006,319.149994,320.5,449213
17/03/11,319.450012,328,319.049988,326.600006,688867
18/03/11,332,332,320.25,321.950012,264603
21/03/11,324.100006,324.100006,309,315.899994,373423
22/03/11,319,325.899994,316,318.850006,248568
23/03/11,319.799988,322.399994,318.5,319.700012,220524
24/03/11,321.149994,328,320.25,327.049988,562882
25/03/11,330.799988,335,328.200012,333.649994,709804
28/03/11,335.049988,337,329.149994,331.600006,275415
29/03/11,335.399994,335.399994,326.799988,329,288095
30/03/11,331.049988,336,329.899994,335.25,407892
31/03/11,337.049988,351,330.100006,342,857164
01/04/11,345.100006,348.950012,340.350006,345.600006,235814
04/04/11,353,353,345.950012,348.950012,292001
05/04/11,349.899994,355.799988,344.5,353.950012,212209
06/04/11,356.299988,357.799988,347.149994,351.049988,176871
07/04/11,348.200012,362,348.200012,360.25,272956
08/04/11,363.049988,363.049988,352.049988,355.649994,785305
11/04/11,354.399994,359.450012,349.5,355.350006,105017
13/04/11,369,369,359.399994,362.549988,643448
15/04/11,365.799988,371.649994,362.399994,368.100006,554397
18/04/11,371,372.399994,362.549988,364.649994,379465
19/04/11,365.350006,369.399994,357.5,366.399994,194629
20/04/11,369,381,368.100006,379.25,656531
21/04/11,383.850006,384.899994,374,382.399994,517244
25/04/11,382.399994,383,373.200012,378.299988,140668
26/04/11,376.100006,383.899994,374.200012,381.75,140548
27/04/11,381.950012,391.850006,378.100006,389.399994,451772
28/04/11,393,394,378.950012,380.350006,352126
29/04/11,380,383.850006,369,376.450012,218049
02/05/11,379.549988,379.549988,368.649994,372.149994,163411
03/05/11,374.700012,374.700012,364.700012,368.5,154015
04/05/11,368.450012,368.549988,360.5,361.850006,136805
05/05/11,362.600006,366.899994,356.049988,359.899994,161693
06/05/11,364.549988,370,357.350006,367.799988,185287
09/05/11,373.600006,373.600006,366,367.049988,101589
10/05/11,366.350006,368.850006,364.149994,367.049988,95172
11/05/11,375.5,375.5,365.299988,372.899994,129026
12/05/11,377,377,370,373,170650
13/05/11,373,375.100006,360,374.049988,118388
16/05/11,371.950012,373.600006,363.5,365.149994,162312
17/05/11,364.049988,366.75,356.649994,358.549988,146839
18/05/11,363.350006,365,353.5,363.399994,111247
19/05/11,364.100006,365.75,354.75,356.649994,138898
20/05/11,356.75,363.950012,356.25,362.049988,76967
23/05/11,362.049988,362.049988,346.100006,351.049988,578936
24/05/11,351,354,343.450012,352.600006,254682
25/05/11,348.299988,359.600006,348,358.299988,248796
26/05/11,361.450012,366.899994,356.700012,359.049988,369084
27/05/11,360,365.350006,359.049988,362.600006,194115
30/05/11,365.5,373.5,364,372.600006,286881
31/05/11,375,385,370.649994,381.350006,534793
01/06/11,381,384.5,378,382.850006,247332
02/06/11,374,380,373,374.5,93872
03/06/11,372.649994,385.75,357.649994,373.450012,74325
06/06/11,374,379.149994,374,377.450012,128009
07/06/11,376.600006,377.950012,373.100006,374.600006,97543
08/06/11,366.25,376.450012,366.25,372.549988,55792
09/06/11,376.399994,377.450012,372,375.049988,111202
10/06/11,373.649994,375.350006,366.5,370.700012,63074
13/06/11,371,371.700012,361.700012,367.799988,114455
14/06/11,367.799988,374.5,367.799988,373.299988,363220
15/06/11,375.049988,378.5,368.549988,370.399994,212854
16/06/11,369.100006,372.899994,365,369.049988,116130
17/06/11,372.799988,373.899994,367.75,371.899994,170848
20/06/11,374.299988,374.299988,356.049988,365.600006,520001
21/06/11,367,367.649994,360,360.649994,125494
22/06/11,363,363,349.75,351.549988,338002
23/06/11,350.049988,355.299988,345.049988,350.200012,247740
24/06/11,353.899994,363.100006,350.299988,361.950012,163303
27/06/11,360.950012,369.899994,359.399994,366.049988,318548
