Open,High,Low,Close,Volume
384.799988,387.5,376.049988,381.600006,266197
381.899994,386.799988,372.149994,378.299988,311381
382.799988,383.700012,375.600006,379.100006,168968
381,387.049988,377.100006,379.350006,204799
378.700012,381.75,375.049988,376.350006,152744
378,383.850006,372.149994,373.25,138819
373,375.700012,371,373.149994,117149
375,379.799988,373.100006,374.25,202191
373,376.950012,348.049988,351.600006,996829
350.049988,352,337.049988,345.049988,586295
340,354.899994,335.200012,350.850006,232956
352.700012,356.700012,340.100006,342.549988,187551
343,347,332.549988,335.049988,324430
336,345.899994,328.5,344.149994,397508
344.450012,348.600006,333.299988,335.600006,272252
336,338.649994,331.350006,332.350006,158543
335.049988,335.049988,322.100006,325.899994,153856
322.100006,325.700012,311,313.649994,284718
310.100006,317,302.299988,304.149994,368691
307,312.299988,304.299988,310.649994,503598
314,318.950012,311.399994,317.549988,476641
318.5,323.850006,314.549988,320.450012,454353
317.75,324.850006,315.649994,317.299988,283359
314.600006,326.200012,314.600006,321.850006,368197
323.200012,332.799988,322.049988,327,711531
329.5,339.200012,325,337.850006,427637
335,344.399994,334.200012,336,428130
305,339,305,335.600006,142902
335.600006,339.899994,318.100006,322.299988,320372
325,327.700012,316.549988,322.049988,280143
325,329.700012,315.100006,321.5,404077
326.200012,336.049988,324,333.899994,271074
327,335.899994,325,330.200012,227673
331,334.450012,325.100006,331.25,451293
326.100006,328.700012,323,325.850006,185082
324,329.799988,324,326.149994,363324
330,330.700012,327.5,328.399994,391556
329.049988,329.049988,322.600006,325.850006,221295
316,334.700012,316,328.649994,241646
329,330,323.049988,324.850006,246874
311.899994,320.75,311.899994,319.450012,170671
321.899994,322.850006,319.149994,320.5,449213
319.450012,328,319.049988,326.600006,688867
332,332,320.25,321.950012,264603
324.100006,324.100006,309,315.899994,373423
319,325.899994,316,318.850006,248568
319.799988,322.399994,318.5,319.700012,220524
321.149994,328,320.25,327.049988,562882
330.799988,335,328.200012,333.649994,709804
335.049988,337,329.149994,331.600006,275415
335.399994,335.399994,326.799988,329,288095
331.049988,336,329.899994,335.25,407892
337.049988,351,330.100006,342,857164
345.100006,348.950012,340.350006,345.600006,235814
353,353,345.950012,348.950012,292001
349.899994,355.799988,344.5,353.950012,212209
356.299988,357.799988,347.149994,351.049988,176871
348.200012,362,348.200012,360.25,272956
363.049988,363.049988,352.049988,355.649994,785305
354.399994,359.450012,349.5,355.350006,105017
369,369,359.399994,362.549988,643448
365.799988,371.649994,362.399994,368.100006,554397
371,372.399994,362.549988,364.649994,379465
365.350006,369.399994,357.5,366.399994,194629
369,381,368.100006,379.25,656531
383.850006,384.899994,374,382.399994,517244
382.399994,383,373.200012,378.299988,140668
376.100006,383.899994,374.200012,381.75,140548
381.950012,391.850006,378.100006,389.399994,451772
393,394,378.950012,380.350006,352126
380,383.850006,369,376.450012,218049
379.549988,379.549988,368.649994,372.149994,163411
374.700012,374.700012,364.700012,368.5,154015
368.450012,368.549988,360.5,361.850006,136805
362.600006,366.899994,356.049988,359.899994,161693
364.549988,370,357.350006,367.799988,185287
373.600006,373.600006,366,367.049988,101589
366.350006,368.850006,364.149994,367.049988,95172
375.5,375.5,365.299988,372.899994,129026
377,377,370,373,170650
373,375.100006,360,374.049988,118388
371.950012,373.600006,363.5,365.149994,162312
364.049988,366.75,356.649994,358.549988,146839
363.350006,365,353.5,363.399994,111247
364.100006,365.75,354.75,356.649994,138898
356.75,363.950012,356.25,362.049988,76967
362.049988,362.049988,346.100006,351.049988,578936
351,354,343.450012,352.600006,254682
348.299988,359.600006,348,358.299988,248796
361.450012,366.899994,356.700012,359.049988,369084
360,365.350006,359.049988,362.600006,194115
365.5,373.5,364,372.600006,286881
375,385,370.649994,381.350006,534793
381,384.5,378,382.850006,247332
374,380,373,374.5,93872
372.649994,385.75,357.649994,373.450012,74325
374,379.149994,374,377.450012,128009
376.600006,377.950012,373.100006,374.600006,97543
366.25,376.450012,366.25,372.549988,55792
376.399994,377.450012,372,375.049988,111202
373.649994,375.350006,366.5,370.700012,63074
371,371.700012,361.700012,367.799988,114455
367.799988,374.5,367.799988,373.299988,363220
375.049988,378.5,368.549988,370.399994,212854
369.100006,372.899994,365,369.049988,116130
372.799988,373.899994,367.75,371.899994,170848
374.299988,374.299988,356.049988,365.600006,520001
367,367.649994,360,360.649994,125494
363,363,349.75,351.549988,338002
350.049988,355.299988,345.049988,350.200012,247740
353.899994,363.100006,350.299988,361.950012,163303
360.950012,369.899994,359.399994,366.049988,318548
368.799988,373.5,364.299988,366.549988,247775
370,371.899994,365.350006,366.850006,537259
370.5,374.950012,369,372.799988,417233
375.899994,375.899994,370.600006,371.700012,142458
371.25,374.350006,367.700012,369.850006,109770
370,380,369.049988,378.350006,498677
379,386.600006,376.25,385.049988,423914
386.899994,389.700012,380.200012,384.25,326365
387,387,378.399994,379.5,129010
380,384.399994,376.5,383.049988,132258
380.299988,385.899994,375,377.549988,251233
378.700012,383.549988,378.549988,380.950012,171173
380,387.850006,378.149994,382.450012,257586
383.100006,385.600006,380.600006,381.600006,99570
384,384.5,377.850006,379.100006,149457
380.049988,387.600006,380.049988,383.5,281667
384.799988,386.350006,381,382.850006,220417
383.850006,383.850006,378,379.850006,91734
382.850006,382.899994,379.100006,382.100006,243322
376.950012,376.950012,372.200012,374.399994,427396
374,376.850006,370,371.299988,144474
370.100006,374.399994,368.350006,371.899994,265949
366.700012,371.899994,361.25,362.600006,223358
360.299988,365.5,353.049988,354.5,562837
360,360,352.700012,354.950012,131250
354.25,361.5,349.200012,350.700012,666454
347.200012,351.75,343.549988,350.850006,298317
351,356.700012,347.25,353.899994,581152
350,355.399994,338,352.299988,511651
349.799988,358,340.100006,352.850006,1168240
342.049988,352.100006,340,350.399994,399908
353.899994,364.950012,351.25,361.899994,350442
358.399994,367,348.950012,354.399994,549627
358,360.549988,351,356,474878
356.049988,362.850006,353.549988,356.549988,469520
357.049988,360.5,352,355.299988,311951
355.100006,355.350006,345,348.350006,328305
332.649994,354.350006,332.600006,351.200012,434639
352.450012,356,347.899994,354.299988,168201
355.950012,355.950012,347.25,348.799988,219924
347.25,358,347.25,350.149994,365833
351.100006,353.350006,340.299988,342.100006,228500
339,343.5,332.5,334.200012,231144
352.399994,352.399994,328,332,632474
334.950012,337,330.299988,334.75,308797
339.899994,339.899994,332.350006,334.950012,224485
331.399994,336.399994,331.049988,332.149994,356279
333,334.5,329.649994,331.649994,471268
333.350006,338.299988,331.850006,337.049988,735211
340,342,335.200012,339.25,404984
340.100006,342.299988,331,332.350006,467686
330,330.399994,324.299988,329.299988,319734
333.700012,333.899994,324.100006,327.049988,335613
330.850006,330.850006,322.5,329.549988,293763
331.100006,333.799988,326.049988,329.450012,392851
330.100006,333,325,328.850006,700773
326.549988,331.049988,326.549988,330,189515
326.299988,336,326.299988,334.5,235972
339,339.700012,334.549988,337.450012,368000
334.549988,336,327,332.299988,445100
330.25,335.700012,321,323.399994,240475
320,325,315.049988,319.100006,162214
323.100006,329.899994,320.5,327.700012,212766
325.299988,329.799988,316.799988,320.549988,169713
316.799988,323.700012,315.700012,319.100006,157546
322.899994,322.899994,313,316.149994,303622
314,315.399994,301,302.75,289577
302.75,304,297,301.600006,442994
